business_id,business_name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
X2qnigcKuTWL7x9fS2ZUdw,221 Wine Bar,221 N Rampart Blvd,Las Vegas,NV,89145,36.1760556932,-115.2918160348,4.0,10,"Restaurants, Tapas/Small Plates"
H2Chxto2e6dHTDJ8-s3-pQ,Roberto's Taco Shop,2685 S Eastern Ave,Las Vegas,NV,89169,36.1410796647,-115.1193113918,3.0,64,"Mexican, Fast Food, Restaurants"
DZkVWxknDUuWX0-wmtGhQw,Deli Pizza Cafe,"8480 S Las Vegas Blvd, Ste 110",Las Vegas,NV,89123,36.0357393,-115.171471,3.0,29,"Delis, Restaurants, Sandwiches, Pizza"
SGPjYRy6x7R5ZlGa_nrskg,Ranch House Kitchen,6593 Las Vegas Blvd S,Las Vegas,NV,89119,36.067199,-115.1722323,2.0,63,"Restaurants, Southern, American (New), American (Traditional)"
VVLGIq6ksrgGSfi7VBTmpg,America Cafe,"",Las Vegas,NV,"",36.1029312326,-115.1765441895,4.0,8,"Restaurants, American (Traditional)"
yKpdzrqe_qIbu9dB6bj9Gg,PGA Tour Grill,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0835550898,-115.1521726325,2.5,80,"American (Traditional), Restaurants, Bars, Nightlife"
lXCmTGagqHuPgaeN2g2P1Q,Marcos Pizza,5061 E Sahara Ave,Las Vegas,NV,89142,36.1438977,-115.0641604,3.5,39,"Restaurants, Pizza"
tk7__jHNlFMsfShjv5CJNQ,Prince Restaurant,"6795 W Flamingo Rd, Ste A",Las Vegas,NV,89103,36.1140708,-115.2409255,4.0,35,"American (Traditional), Modern European, Ukrainian, Burgers, Barbeque, Imported Food, Mediterranean, Specialty Food, Food, Ethnic Food, Restaurants"
8bZ49zy4KlFVu5teFETYhQ,Go Wild Sushi & Grill,"7293 W Sahara, Ste 4",Las Vegas,NV,89117,36.1433538,-115.2512854,3.5,53,"Japanese, Sushi Bars, Restaurants"
SAfuIUZMXrOnb3LWyvYjDA,Jun's Korean Restaurant,"8826 S Eastern Ave, Ste 113",Las Vegas,NV,89123,36.029295364,-115.1158845155,3.5,292,"Korean, Restaurants"
aidcfUzZLOjWgwlxfv3UlA,Tony Big's Pizza N Pasta,7150 S Durango Dr,Las Vegas,NV,89113,36.0583571386,-115.2784112221,3.0,106,"Italian, Pizza, Restaurants"
W3ia8dkoGGRYEfFg_BiyPg,Einstein Bros Bagels,"7291 S Eastern Ave, Ste A",Las Vegas,NV,89119,36.0574675327,-115.1207419292,2.5,82,"Restaurants, Pizza, Food, Bagels, Sandwiches, Breakfast & Brunch"
e1DfwqDhYQYLKoyHmJu0hQ,Wing King,"Adrenaline Sports Bar & Grill, 3103 N Rancho Dr",Las Vegas,NV,89130,36.2151739,-115.2123105,4.5,36,"Restaurants, Chicken Wings"
V78f9CdEVTkKFkyhdTYVrQ,IHOP,6870 W Cheyenne Ave,Las Vegas,NV,89108,36.21935,-115.24493,3.5,66,"Breakfast & Brunch, American (New), Restaurants, American (Traditional), Public Services & Government, Burgers"
M5A5r0HbMRfTzidqMKYHfw,Top Notch Barbeque,5301 W Charleston Blvd,Las Vegas,NV,89146,36.158189,-115.214682,4.0,6,"Street Vendors, Barbeque, Restaurants, Food Stands, Food"
yYkvonvBGZB6UMnpzr6Ryw,Burger King,8600 W Cheyenne Ave,Las Vegas,NV,89129,36.2191204,-115.280934,2.5,25,"Restaurants, Burgers, Fast Food"
-xX-Vjol_fwWaN2mn1F1wg,Voodoo Pizza,3755 S Las Vegas Blvd,Las Vegas,NV,89109,36.1055294,-115.1721951,3.5,20,"Restaurants, Pizza"
6Ege_N9uJ-rtKIs1TNA8aQ,Jack in the Box,6451 Boulder Hwy,Las Vegas,NV,89122,36.0847797554,-115.0315821789,2.5,20,"Restaurants, Fast Food"
I6qFvR-jVDGqDD_iVG38ng,Jenni Pho Grill,4480 W Spring Mountain Rd,Las Vegas,NV,89102,36.1264280647,-115.2013077572,3.0,244,"Local Flavor, Food, Restaurants, Vietnamese"
2xbxXWeu3tpZEJdGTTGbLg,Fortune Chinese Restaurant,"3909 W Sahara Ave, Ste 9",Las Vegas,NV,89102,36.1440254,-115.1938769,3.5,24,"Restaurants, Chinese"
VR2LTEsJByan97fcYRkl5w,Mariscos El Mariachi,552 N Eastern Ave,Las Vegas,NV,89101,36.1721979927,-115.1156791918,3.0,33,"Mexican, Restaurants, Seafood"
N4r3XX7uH42aXhHvFMkxjA,Las Tapatias,6132 W Charleston Blvd,Las Vegas,NV,89146,36.1592624,-115.2250058,3.0,3,"Mailbox Centers, Juice Bars & Smoothies, Gelato, Desserts, Local Services, Mexican, Restaurants, Candy Stores, Ice Cream & Frozen Yogurt, Shaved Ice, Specialty Food, Food"
ohz8ljVxcZMo2bMGrBZfgw,Origin India Las Vegas,"4480 Paradise Rd, Ste 1200",Las Vegas,NV,89169,36.108898,-115.151261,3.5,402,"Vegetarian, Nightlife, Indian, Salad, Pakistani, Kosher, Restaurants, Bars"
vAbRNF0hJt91oCUpm_sdKw,Buzios Seafood Restaurant,3700 W Flamingo Rd,Las Vegas,NV,89103,36.117433,-115.187379,3.5,102,"Restaurants, Seafood"
QcdKTLeP3J5Ki-fVcPZkfA,Winchell's Donut House,3307 S Jones,Las Vegas,NV,89146,36.1282146,-115.2252957,4.0,50,"Sandwiches, Food, Donuts, Bagels, Restaurants"
BIbjBxoiJLS8CnNsSP64TQ,360 Gourmet Burrito,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0828536999,-115.1512026606,2.0,168,"Restaurants, Mexican"
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",Las Vegas,NV,89102,36.1253808,-115.1959803,4.0,51,"Ramen, Restaurants, Japanese, Tapas/Small Plates, Fast Food"
shSYKGuSzXpctURCR9kCFQ,Cebu Inasal,7537 S Rainbow Blvd,Las Vegas,NV,89139,36.0516237,-115.244128,3.0,90,"Restaurants, Food, Filipino"
v2UKNMDqWN1UaWlK2Ugx2Q,Cici's Pizza,8465 W Sahara Ave,Las Vegas,NV,89117,36.1439128,-115.276078,3.5,9,"Pizza, Restaurants"
GMrwDXRlAZU2zj5nH6l4vQ,Pho Thanh Huong,"1131 E Tropicana Ave, Ste D",Las Vegas,NV,89119,36.1001831,-115.138668,4.0,481,"Vietnamese, American (New), Restaurants, Sandwiches"
MXpCVzm1V5OH05KO6n7ntA,The Corndog Company LV,"",Las Vegas,NV,89149,36.2684007,-115.2956118,5.0,36,"Food Trucks, Street Vendors, Food, Hot Dogs, Restaurants"
iX2c4IzH_L5F6FM5GD3SUQ,Tasty Crepes,4845 S Fort Apache Rd,Las Vegas,NV,89147,36.101689985,-115.2981502597,4.5,260,"Restaurants, Desserts, Food, Juice Bars & Smoothies, Creperies, Ice Cream & Frozen Yogurt"
ujHiaprwCQ5ewziu0Vi9rw,The Buffet at Bellagio,3600 S Las Vegas Blvd,Las Vegas,NV,89109,36.11322,-115.17689,3.5,4227,"American (New), Buffets, Restaurants"
G1lB2bUf1MT1FZT8TBy62g,Rubalcabas Taco Shop,5185 E Lake Mead Blvd,Las Vegas,NV,89156,36.1958894,-115.060361,4.5,54,"Mexican, Restaurants"
vfqUUh_5KF3R7mz2XiNXGg,Tokyo Peking Asian Restaurants,"750 East Pyle Ave, Ste 108-109",Las Vegas,NV,89183,36.0069369,-115.1466693,5.0,24,"Asian Fusion, Japanese, Sushi Bars, Restaurants"
DVfCbJhJUDWRlUfrKzaKOA,Sam Woo BBQ Restaurant,"4215 Spring Mountain Rd, Ste B101",Las Vegas,NV,89102,36.1253808,-115.1959803,2.0,550,"Restaurants, Noodles, Barbeque, Chinese"
Kbidfh24_7-a380tovQeYA,Bahía Centroamerica Restaurant,5000 W Charleston,Las Vegas,NV,89146,36.159578,-115.208656,3.5,34,"Honduran, Salvadoran, Nicaraguan, Mexican, Latin American, Restaurants"
DUeqWfBI90UBR6xSYQO3uw,Bar Kada Avenue,"2605 S Decatur Blvd, Ste 120-122",Las Vegas,NV,89102,36.142762,-115.209066,3.0,65,"Specialty Food, Street Vendors, Filipino, Asian Fusion, Food, Nightlife, Restaurants, Karaoke, Ethnic Food, Bars, Beer, Wine & Spirits"
aBCqrJwXAHnTgO2e_l0v8w,Carl's Jr,2001 Las Vegas Blvd S,Las Vegas,NV,89104,36.1480361,-115.1539772,2.0,35,"Restaurants, Food, Fast Food"
32FTAxYkehRO2lozvGszkQ,Subway,"5061 E Sahara Ave, Ste 115",Las Vegas,NV,89142,36.1438977,-115.0641604,3.0,3,"Restaurants, Fast Food, Sandwiches"
XDYCIRENiT2doRZgwNJ3SA,Pepe's Tacos,"4190 S Rainbow Blvd, Ste 1",Las Vegas,NV,89103,36.1125455098,-115.2426152422,2.5,218,"Food, Restaurants, Mexican"
hySFMXFqyb7rNuxS8koNrQ,Taco Bell,4880 W. Frias Avenue,Las Vegas,NV,89141,36.00232,-115.20777,2.5,39,"Food, Fast Food, Restaurants, Tex-Mex, Mexican"
AztVIokc5VtP4m8r6kSnWw,Subway,4860 Blue Diamond Rd,Las Vegas,NV,89139,36.0340897,-115.2074639,2.0,10,"Restaurants, Sandwiches, Fast Food"
rTc1zhJ9n3dcHIJMbSxboA,Coco's Bakery & Restaurant,2411 W Sahara Ave,Las Vegas,NV,89102,36.1429442,-115.1747427,2.5,3,"American (Traditional), Restaurants"
ppmYIHMCIL5bocUsJSsDWA,Market City Caffe,3770 Las Vegas Blvd S,Las Vegas,NV,89109,36.104612,-115.17603,3.5,11,"Restaurants, Italian"
5yZ1XmDcOEsElDeb9PlPDQ,Yagyu Ramen,"4355 W Spring Mountain Rd, Ste 107",Las Vegas,NV,89102,36.1259293,-115.1976305,4.0,150,"Restaurants, Japanese, Ramen"
_j2EtQtgLuXGRBfbM5YwZA,Noodle Asia,3355 Las Vegas Blvd S,Las Vegas,NV,89109,36.122689,-115.170163,3.5,1090,"Restaurants, Asian Fusion, Chinese, Dim Sum, Noodles"
5ma1OUQWy_Ds80xUiP7JPQ,Fuku Burger Chinatown,3429 S Jones Blvd,Las Vegas,NV,89146,36.126649,-115.225307,4.0,490,"Burgers, Fast Food, Restaurants"
tm4MJbmvpT1uKEYHJBYr4Q,Cazino Lounge and Gallery,5150 Spring Mountain Rd,Las Vegas,NV,89146,36.1261896213,-115.2114880085,3.0,5,"Ethiopian, Nightlife, Restaurants, Bars, Hookah Bars, Arts & Entertainment, Music Venues"
hXY9Yq0nOLgHsWLbjam--A,Beso Steakhouse,"3720 S Las Vegas Blvd, Ste 260",Las Vegas,NV,89109,36.108999,-115.173179,3.0,165,"Steakhouses, Restaurants, Diners"
CqxDQPhltNo6wkkCWww80Q,Moe's Meaty Messy Meals,1455 E Tropicana Ave,Las Vegas,NV,89119,36.1006404,-115.1331919,3.5,5,"American (New), Restaurants, Burgers"
arv3T_av9OoVo3SvxV4TXw,Fish N Bowl,"7225 S Durango Dr, Ste 105",Las Vegas,NV,89113,36.056792005,-115.2800168383,4.5,175,"Restaurants, Asian Fusion, Seafood, Sushi Bars"
sZ3AWH6WPq38fEKijvl9vA,Express Pizza,415 E Windmill Ln,Las Vegas,NV,89123,36.0412884,-115.1540375,3.0,49,"Pizza, Restaurants"
viFP7j-WLzVhkCFXWGWQDw,Sonic Drive-In,2120 E Craig Rd,Las Vegas,NV,89031,36.2402917349,-115.1200517288,3.0,55,"Fast Food, Hotels & Travel, Ice Cream & Frozen Yogurt, Food, Bed & Breakfast, Restaurants, American (Traditional), Burgers, Breakfast & Brunch"
HNAH23RNUTTivzhebQTozw,Capriotti's Sandwich Shop,"3355 Novat St, Ste 150",Las Vegas,NV,89129,36.2213965,-115.3298839,3.0,27,"Food, Sandwiches, Restaurants, Salad"
d0N5HcdMCeXcX81hcRVUFw,McDonald's,2550 E Sunset Rd,Las Vegas,NV,89120,36.0719331817,-115.1153871417,2.5,33,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers"
CNwY37pdEDwLl1ehwog6xg,Jasmine Thai Gourmet,"7668 W Lake Mead Blvd, Ste 107",Las Vegas,NV,89128,36.1968609,-115.2622033,3.5,8,"Thai, Restaurants"
wsdxhfW0aVf7ayMqId1HmA,Courtyard Grill & Buffet,301 Fremont St,Las Vegas,NV,89101,36.1578674316,-115.1148529053,2.5,4,"Restaurants, American (New)"
tMYYSWyTppDcF070Hmy-kQ,Blue Ribbon Fried Chicken - Downtown Summerlin,"1770 Festival Plaza Dr, Suite 200, Downtown Summerlin",Las Vegas,NV,89135,36.1517914562,-115.3327068215,3.5,445,"Restaurants, Fast Food, American (New), Chicken Wings, Chicken Shop"
gPZj-XXVwFHgd8zjJPzVCw,Subway,"7377 S Jones Blvd, Ste 105",Las Vegas,NV,89139,36.0552179,-115.2259209,3.5,12,"Sandwiches, Fast Food, Restaurants"
lVULxfPrpjnlOzF_jilRAA,Tacos N' Ritas,3355 S Las Vegas Blvd,Las Vegas,NV,89109,36.1221998492,-115.1699433706,2.5,61,"Vegetarian, Mexican, Food, Restaurants"
S5FTckOpSK0_Ma4c18ZEgg,Wo Fat,"3700 E Desert Inn Rd, Ste 1",Las Vegas,NV,89121,36.1299291,-115.093628,3.5,165,"Chinese, Restaurants"
TrVKJkWWQeMTK_ly0PMGtg,YasikNara,"4631 Spring Mountain Rd, Ste102",Las Vegas,NV,89102,36.1258783,-115.203633,3.5,20,"Soup, Nightlife, Bars, Korean, Restaurants"
SfP326rcU5sjwGx_dQP2RQ,Shan Dong Chinese Restaurant,3419 S Jones Blvd,Las Vegas,NV,89146,36.1270191,-115.2250095,3.5,10,"Restaurants, Chinese"
Oyo5CWthu2upxxaf69MfIg,Anna's Garden,5740 Spring Mountain Rd,Las Vegas,NV,89146,36.1260199,-115.219839,3.5,29,"Chinese, Restaurants"
_Fo8uNT17BEBUkKvUXCZkQ,Tacos La Carreta,"9010 W Flamingo Rd, Ste A",Las Vegas,NV,89147,36.1154418446,-115.288565808,4.5,58,"American (New), Mexican, Restaurants, Food"
6s7uduX1Q1KSjOKvwxYkRA,Koji Sushi Bar and China Bistro,4500 W Tropicana Ave,Las Vegas,NV,89103,36.1022995155,-115.2024506405,3.5,90,"Sushi Bars, Restaurants, Chinese, Japanese"
31BSLQveLV7eeIoWNxhTaw,Lj Bar & Grill,1243 E Sahara Ave,Las Vegas,NV,89104,36.1444737,-115.1354528,4.0,4,"American (New), Nightlife, Pubs, Restaurants, Bars, Sports Bars"
Vs7gc9EE3k9wARuUcN9piA,Pan Asian,"2980 S Durango Dr, Ste 101",Las Vegas,NV,89117,36.1349835,-115.2784336,4.5,669,"Thai, Japanese, Chinese, Restaurants"
G9-OvE0PBQtDZmnGEB3HEQ,Einstein Bros,2570 S Decatur Blvd,Las Vegas,NV,89102,36.1432476,-115.2063054,3.5,84,"Restaurants, Sandwiches"
lSO9qpXaZZWufIZzH5L1IQ,Taco Bell,"4300 Meadows Ln, Meadows Mall  10",Las Vegas,NV,89107,36.1726548,-115.1965118,2.0,4,"Fast Food, Restaurants, Tex-Mex, Mexican"
hmRR9whRtnbV5LyIC3Bxrg,Da Pizzeria,3137 S Industrial Rd,Las Vegas,NV,89109,36.1326597,-115.1728049,3.5,3,"Restaurants, Pizza"
hl6s4hGsJDcRhHIWrSM-UA,Azuza Hookah Lounge & Cafe,4480 Paradise Rd,Las Vegas,NV,89169,36.108898,-115.151261,4.5,273,"Beer, Wine & Spirits, Bars, Ethnic Food, Cafes, Specialty Food, Restaurants, Cocktail Bars, Arts & Entertainment, Hookah Bars, Tea Rooms, Food, Nightlife, Mediterranean, Coffee & Tea, Music Venues"
TRlBYLf4CxFBaGE-9FLOtA,Greenwich Village Coffee Co.,3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.1023786,-115.1745465,4.0,48,"Desserts, Restaurants, Food, Coffee & Tea"
5gZ4k_mdDOcEmCG4wHVH-g,Rhodes Ranch Club House Restaurant,20 Rhodes Ranch Pkwy,Las Vegas,NV,89148,36.042985,-115.288938,2.5,11,"American (Traditional), Burgers, Salad, Restaurants, Italian"
hCsJv234v62MgdsUU1j8dQ,Big Sur Oyster Bar,9777 S Las Vegas Blvd,Las Vegas,NV,89183,36.011588,-115.175342,3.5,254,"Restaurants, Seafood"
5SZe-u0hyquuipQL5lbg_g,Yatai Japanese Grill & Pub,"4865 S Pecos Rd, Ste 5",Las Vegas,NV,89121,36.10076061,-115.1018818087,4.0,40,"Pubs, Izakaya, Nightlife, Tapas/Small Plates, Asian Fusion, Restaurants, Japanese, Ramen, Bars"
O6eGmbnnbh0Jq80AAIfzjA,Bay City Diner,"Golden Gate Hotel and Casino, One Fremont St",Las Vegas,NV,89101,36.1653094,-115.1315065,3.5,15,"Restaurants, American (Traditional)"
FhIeCF6QrsLaRvAeu0oEPQ,Bob Taylor's Ranch House,6250 Rio Vista St,Las Vegas,NV,89130,36.2747255482,-115.2457870358,3.5,459,"American (Traditional), Restaurants, Steakhouses, Nightlife, Bars, Cocktail Bars, Seafood"
YPK024huhY2np5hJ_5qWCw,Cactus Jacks Saloon,10648 S Maryland Pkwy,Las Vegas,NV,89183,35.9968968,-115.1371786,3.5,52,"Pizza, Beer, Wine & Spirits, Food, Restaurants, Nightlife, American (Traditional), Chicken Wings, Sports Bars, Bars"
7Wr0piSMGiq5qy5opiLNrA,Cabana Grill,3799 Las Vegas Blvd S,Las Vegas,NV,89109,36.1045297594,-115.1671205229,3.5,32,"American (Traditional), Sandwiches, Restaurants, Cafes"
8vkFJ_kA8XxDyjHfmsdEOg,Five Guys,"10965 Lavender Hill Dr, Ste 150",Las Vegas,NV,89135,36.1449420006,-115.3328382992,3.5,76,"Burgers, Restaurants, Fast Food, Hot Dogs"
Ia1JlEo7UUyZtmqRe1K1Pw,Makers & Finders Coffee,"2120 Festival Plaza Dr, Unit 140",Las Vegas,NV,89135,36.1486981,-115.3331133,3.5,243,"Food, Coffee & Tea, Breakfast & Brunch, Latin American, Restaurants"
GsXmR2sfhxj1mH18pTwuPw,Smoke N Pig,N Grand Canyon Dr,Las Vegas,NV,89166,36.3138121777,-115.3060238063,3.5,3,"Food Trucks, Food, Barbeque, Sandwiches, Street Vendors, Restaurants, Specialty Food"
QP2c6C_xk6nSiLgaVuq2hQ,World Buffet,2131 Rock Springs Dr,Las Vegas,NV,89128,36.1976942,-115.2470842,1.5,3,"Restaurants, Buffets"
GdpiEeG8oe8BnpMaENJLfg,Las Taquizas,4365-4369 E Bonanza Rd,Las Vegas,NV,89110,36.1737686732,-115.0815025168,4.5,10,"Food Trucks, Food, Restaurants, Mexican"
jJ2ca6wqp_YwTsdAWzplkQ,Ted's Sushi Burrito,"7835 S Rainbow Blvd, Ste 7",Las Vegas,NV,89139,36.045795,-115.2441173,4.5,98,"Poke, Sushi Bars, Restaurants, Japanese, Food, Asian Fusion"
VkECNTcZZ1mdN-VJltJcWA,King & I,1107 E Tropicana Ave,Las Vegas,NV,89119,36.1001658,-115.1389824,3.5,182,"Thai, Salad, Soup, Restaurants"
WLblFINiPI18_o1OdDsnVg,Cafe Rio,4680 S Maryland Pkwy,Las Vegas,NV,89119,36.1043905,-115.1367126,3.0,213,"Mexican, Restaurants"
vpoXE7CsEMZNzBMDvkuqHg,Aranya Thai Bistro,"4195 S Grand Canyon Pkwy, Ste 104",Las Vegas,NV,89147,36.1136929,-115.3075716,3.0,74,"Restaurants, Thai"
THOZYeKWKyW_-6U30E1b5w,Angelinas Pizza,"O' Aces Bar, 3003 N Rainbow",Las Vegas,NV,89108,36.2138478,-115.2426033,2.5,3,"Food Delivery Services, Restaurants, Pizza, Food"
mx6YUarYRhXxUqXiJ6mbIQ,Carnitas y Tortas Ahogadas Guadalajara 2,1601 S Las Vegas Blvd,Las Vegas,NV,89104,36.151853,-115.1515795,4.5,17,"Mexican, Restaurants"
bK70PtUK5nGGLzP7tChaeg,Putter's Bar & Grill,3330 E Tropicana Ave,Las Vegas,NV,89121,36.1007,-115.102946,3.0,22,"Restaurants, American (Traditional), Lounges, Bars, Nightlife"
cPWbolWE6ip5SupmfH-nBQ,Godfathers Pizza,3265 E Tropicana Ave,Las Vegas,NV,89121,36.0987599,-115.1048341,1.0,5,"Pizza, Restaurants"
wmId49_BwzfWd3ww6GDMeA,"Cleaver -  Butchered Meats, Seafood & Cocktails","3900 Paradise Rd, Ste F",Las Vegas,NV,89169,36.1188165,-115.1542185,4.5,44,"Seafood, Bars, Restaurants, Steakhouses, Cocktail Bars, Nightlife"
707ST4xhNavXNvZtEL-RgQ,Windy City Beefs 'N Dogs,7006 W Charleston Blvd,Las Vegas,NV,89145,36.159616,-115.251523,3.5,8,"Restaurants, Hot Dogs"
9YiQ3o0EGmtojzjXdEfgeQ,The Green Regime,"5835 S Eastern Ave, Ste 101",Las Vegas,NV,89119,36.0838414902,-115.1197339967,4.5,64,"Restaurants, Food Stands, Sandwiches, Salad, Food, Juice Bars & Smoothies"
vATbGMxLd9cZ3VY_GZAIJw,Cariba Charlie's,"4835 S Rainbow Blvd, Ste 303",Las Vegas,NV,89103,36.100871945,-115.2445315903,4.0,11,"Nightlife, Restaurants, Beach Bars, American (Traditional), Bars"
jKLbTpVhEZd3wxuwMnG-Yg,Dewdney Delish,2067 N Jones Blvd,Las Vegas,NV,89108,36.196751,-115.223802,5.0,4,"Restaurants, Caribbean"
c_iQzwsTDYraPvHSKz88QA,Sugar Factory,3655 Las Vegas Blvd S,Las Vegas,NV,89109,36.1118765818,-115.1725530624,3.0,760,"American (New), Restaurants, Candy Stores, Desserts, Specialty Food, Food"
7Ppgpgva-HP3o3h-xp2sWw,McDonald's,8620 W Cheyenne Ave,Las Vegas,NV,89129,36.2190919,-115.281397,2.0,20,"Restaurants, Fast Food, Coffee & Tea, American (Traditional), Food, Burgers"
RUJfBZJuYEGgKYRW6mIzCQ,Jimmy John's Gourmet Sandwiches,2530 S Decatur Blvd,Las Vegas,NV,89102,36.1441525,-115.2069549,4.0,17,"Sandwiches, Restaurants"
4F_7Ihf9FBXCW6PUllXptA,Big League Dreams Sport Park,3151 E Washington Ave,Las Vegas,NV,89101,36.1791985,-115.1021046,3.5,46,"Active Life, Parks, Recreation Centers, Amateur Sports Teams, Arts & Entertainment, Stadiums & Arenas, Restaurants"
