business_id,varieties,ambience,management,service,value
1KhBzrqmU164bss64jR5uA,3.98757764,4.13,4.147540984,3.962264151,4.769230769
1M1A-s6BbnzK3eURw01rZQ,3.552631579,3.571428571,3.047619048,3.444444444,3
-1m9o3vGRA8IBPNvNqKLmA,4.551020408,4.482352941,4.457446809,4.472222222,4.6
1ME-zOtZ9HApzJUOpR0-vQ,4.094339623,4.1,4.233333333,4.416666667,5
1MrSwj8i2VEBHdp3IsWCpQ,4.52,4.277777778,4.735849057,4.421052632,5
1nM-ES-xVqL0yQGTCwtd-Q,3.56097561,3.3125,3.909090909,3.727272727,5
1SCETxRnwaYo2aBC3fi4SA,4.266666667,4.151162791,4.282352941,4.485714286,4.615384615
1SE9f6TEV5XhnTuuK01xwA,3.069306931,3.016129032,2.987179487,2.52,3.5
1SqLPgnZEVeVYDM-AuoFhg,3.801104972,3.827272727,3.70661157,3.8,3.84
1UvrUFk3BXAmueL1KQaKPQ,3.75,3.696969697,3.580645161,3.555555556,3.5
-1vfRrlnNnNJ5boOVghMPA,3.461538462,3.258064516,3.057142857,3.083333333,3.333333333
1V-mRUpVnIRq6GYymT_uyw,3.630434783,3.275862069,3.617647059,4.142857143,3
1VTezD8PLosh-FeNxSRQ7g,3.111111111,3.033333333,3.129032258,2.923076923,3.5
1WBVqmo7tgF0z0eGf4fPhQ,4.469924812,4.317365269,4.365168539,4.514285714,4.4375
1Z5S_Lkcl6vA3ZvrAG91TA,4.352631579,4.435114504,4.360759494,4.3,4.35
1ZJz840L496LAmQdeDv0WA,3.807407407,3.614035088,3.703125,3.85915493,3.7
1ZnVfS-qP19upP_fwOhZsA,3.849541284,3.742465753,3.876574307,3.823943662,3.645833333
217u7Wad7y90x4el26-TIw,3.75,3.695652174,3.944444444,3.133333333,4.5
21sGRVR7HEs_t6PdB9tGMw,2.538461538,3.131578947,2.941176471,2.833333333,2.272727273
25wTaO0_Rk-GLb4k2uMs0Q,4.160784314,4.079207921,4.020942408,3.946666667,3.888888889
27S0qvkcnRpVV8sr8GR7bw,3.613636364,3.625,3.612903226,3.5,4
2B4bC4w4PDC8Pj53SfTG2g,4.454545455,4.6,4.827586207,4.461538462,4.666666667
2bK1ng2mnRdtTh_BDNGmIg,3.243093923,3.433070866,3.152671756,3.434782609,3.777777778
2dCnTMv3Hh-fM8bOjYS4Xw,3.526086957,3.623076923,3.823943662,3.596153846,4.047619048
2DydwQRkIutHarWT_o1L0Q,3.484848485,3.033333333,3.047619048,3,2.5
2g_auUWw7c3c2CUTgVqI8Q,4.09375,4.127272727,3.955223881,4.111111111,2.833333333
2HxaDXZmAOH6LiuzGgNdPA,2.675213675,2.84375,2.843373494,2.794871795,3.4
2hyciWHsqnbqdEkUvO3KuQ,3.49382716,3.302325581,3.389830508,3.526315789,4
2iTsRqUsPGRH1li1WVRvKQ,4.449777778,4.450322581,4.460099751,4.452145215,4.228915663
2IvrdAb6zdxr3ZqplqJHbg,2.132841328,2.157303371,2.164705882,2,2.736842105
2LL-pWxdM_rvnaIpNxezsQ,4.476190476,4.148148148,4.212121212,4.333333333,4.333333333
2LNnIARy-lGmrlEMZSxZ1w,4.417582418,4.298245614,4.480769231,4.5,4
2lPLbTenaBH3SGHgpwM54A,4.166666667,3.967741935,4,4.2,4.333333333
2lUp2T09MltaVT5awHRElA,4.353846154,4.653846154,4.326923077,4.315789474,4
2LZGeJy8qByYKB71ML-jcw,2.642857143,2.470588235,2.575,3.058823529,3
2m4092MsMzEHkuxodaj6-g,3.771084337,3.928571429,4.097222222,4.055555556,4.4
2O_b-IAAW7SoPt__RX1Kww,2.733333333,2.869565217,2.607142857,2.47826087,3
2OJrznHaA4Gz_KYbQnAuzQ,3.464912281,3.609022556,3.253012048,3.152542373,2.9375
2PS9kBbuJcmBhcNp-D62uA,4.783505155,4.603773585,4.677419355,4.684210526,4.166666667
2QznyHGF0PuiYkrl5RU66A,4.666666667,4.679245283,4.666666667,4.833333333,4.833333333
2RFe9vDTzyBkF4mvsFDDow,3.057692308,3.350877193,3.409090909,3.294117647,2.833333333
2rvBPUBtQU0WfcOAHLQWRQ,3.686746988,3.491803279,3.9,3.277777778,4.5
2sdU3Fq3Wv2XQycJoJQArg,3.316455696,3.326530612,3.617021277,3.416666667,3.5
2SfSzEd3B7WimeZac23zhg,4.288713911,4.230769231,4.269480519,4.214876033,4.366666667
2sx52lDoiEtef7xgPCaoBw,4.425240055,4.464354528,4.505639098,4.473684211,4.280701754
2vr2yGIzSehe_ITFamNpyw,3.662650602,3.8,3.727272727,3.647058824,4.714285714
2WiMyg8-DoXQ8_R5qFc2iQ,4.198113208,4.363636364,4.095890411,4.518518519,4.5
2Wl4o7l54I-EtxtaDpOTzA,3.854166667,4.016949153,4,3.828571429,3.25
2Xc6cpbFM6bqKkgz6bV9kQ,2.714285714,2.80952381,2.842105263,2.25,2.571428571
2XkVexeY_8zyc9nriSElQg,3.967213115,3.732394366,4.02,3.88,3.666666667
2Y0-nrSZNsLRStyupZgM7g,2.85915493,2.8,3.034482759,2.875,3
2YBO1LEKIgyle0uX50u15Q,3.542056075,3.553846154,3.459016393,3.8,3.583333333
32JWhoH-Kiu1wRFTvHvW9Q,4.694444444,4.875,4.709090909,4.6,5
33Tr0eRki1Yamzleu4GMdw,4.444444444,4.4609375,4.443037975,4.5,4.6
34PMhyoSQHVd4Lr7slzUcA,2.941176471,2.695652174,2.696969697,2.461538462,2.75
35fWtS1LZkaZ-ooKupJ1XA,3.229357798,3.107692308,3.24,3.56,3.090909091
364hhL5st0LV16UcBHRJ3A,4.355339806,4.266846361,4.379032258,4.440298507,4.512820513
36ckWelVitpgX16g7lecqA,3.853658537,3.52,3.72,2.777777778,3.75
3ajqOW9A7VhResA08I7RTg,3.753623188,3.780185759,3.77675841,3.833333333,3.972972973
3BCsAgo_1i4xMuTyLKMLRQ,4.320598007,4.337931034,4.244680851,4.371841155,4.305555556
3cg4pKBL8DTFXCtZ5y9V4g,3.454545455,3.418181818,3.468085106,3.476190476,3.375
3cHL1r5w2oLYH-veijtweA,3.670854271,3.75,3.732876712,3.774509804,3.648648649
3dC3opMY67zrquz_yYc-tw,2.588235294,2.833333333,2.142857143,2.25,1.75
3FlWR_osNPb8dcqLgHebHw,3.083916084,3.030927835,2.947826087,2.842105263,2.9375
3fPIRTnBhd81MixgS9YoMQ,3.766990291,3.972222222,3.790123457,3.695652174,3.733333333
3GEEy7RP6e4bT4LAiWFMFQ,4.226821192,4.287371134,4.180522565,4.189003436,4.517647059
3GfdCuI0YCc5U3rLLLPHUw,4.161290323,3.953488372,4.095238095,4.25,3.5
3Gt3xskppi9jZuTrwrhLNg,3.960352423,3.935185185,3.812138728,3.809090909,4.342857143
3IwCop28R1_L5jMv6AkL8Q,3.810810811,3.927710843,3.712765957,3.634146341,4
3j_mvJHnT7nJd7su_7zazw,2.535714286,2.461538462,2.8125,3,3
3Jq5LfJ5fmJ5KmuA6VHmzw,3.879736409,3.858208955,3.895734597,3.781065089,3.931034483
3kdSl5mo9dWC4clrQjEDGg,4.459546926,4.427955134,4.45379414,4.389558233,4.550724638
3LWsVfsSmb_Nzbi2YQ-NIA,4.125,4.195348837,4.043307087,3.914634146,4.358974359
3m2XZFVraCiqjgLxHi5MdA,4.412790698,4.495412844,4.52238806,4.551020408,4.5625
3nf-a84p8LC41_WAIvJPjg,3.989247312,4.123893805,3.937007874,3.976744186,4.16
3NgDynF6R3aBFhrKwusfQQ,3.982758621,3.8,3.886363636,4.266666667,3.75
3pGA9YGsDLRQ7HJLw5cwcQ,4.119402985,3.94,3.863636364,4.153846154,3.8
3pSUr_cdrphurO6m1HMP9A,4.78680203,4.762589928,4.793548387,4.696428571,4.529411765
3QcTqsdxQBlSndBdMJBRhQ,3.620437956,3.8,3.509803922,3.434782609,3.571428571
3Qe4M3JNs7yIRXP13g-NYA,4.306666667,4.421052632,4.118644068,3.904761905,4
3rj1qpgFvkRWtAka17mhEQ,3.27027027,3.168539326,3.086419753,3.375,3.230769231
3sPSc8NBvrkXi7scpRYDLg,4.078431373,3.810810811,3.7,4.384615385,3.75
3TRgD3KLVis61eGvMZrykA,4.154761905,4.0625,4.153846154,4.227272727,3.5
3uC7Lbc3RgUDTWQlBu4PqQ,3.969135802,3.896313364,3.997938144,3.889570552,4.02173913
3uHuoVXDAIoiHotGTHxcbg,4.25,4.382352941,4.058823529,4.3125,4.75
3vxIqhm2jCVjkUWtmDvTsw,4.209964413,4.099099099,4.201058201,4.2,4.148148148
3WRvQJS9GIBubGxbHMzX2g,3.343283582,3.297297297,3.531914894,3.666666667,4.111111111
3X7dy9FD3fQ8fQ-WBBzDMw,4.196078431,3.918032787,3.983606557,4.142857143,3.142857143
3XE-poXz9CeDao-Q7pqkTw,3.822580645,3.879518072,3.816326531,3.627906977,3.857142857
3X-SMnyYq77IYEnyCp-TtQ,2.5,2.633333333,3.028571429,2.888888889,2
-3zffZUHoY8bQjGfPSoBKQ,4.095890411,3.990990991,4.045643154,3.917647059,3.864864865
3ZHyw0d8mk0HOEP7v4fW1A,3.903508772,4.045977011,3.891089109,3.972972973,4.1
409qhf4RF0rlxcuaM576Qg,2.523809524,2.46875,2.540540541,2.692307692,1
41b2SLmjLcxTGLVRxASiDA,4.217948718,4.12037037,4.075630252,4.04,4.166666667
41Kbugm-qmIQTt7unkALYQ,3.766304348,3.834710744,3.796460177,3.759259259,3.80952381
44kd3YdkhXj5XiSPs5XNjQ,3.31441048,3.37987013,3.407624633,3.203125,3.333333333
45513UgSlMqWV_yAPVkXrg,3.396825397,3.794117647,3.421052632,3.333333333,2.5
46JVW4pwLDRIye4gYJboSw,3.215686275,3.4,2.952380952,3.454545455,2.666666667
4aAf2nAr86lcDHzqWSaYuQ,3.488372093,3.34375,3.549019608,3.533333333,4.333333333
4aCun88uZMOsAoymY5Li3w,3.251655629,3.086956522,3.20754717,3.41025641,3.75
4Azs1HUqi0Nk6s6xB_9jsQ,3.253968254,3.295454545,3.431818182,3.1875,3.25
4Bw9XffSa0AMy2SrNCS2KA,3.708955224,3.739726027,3.409638554,3.230769231,2.909090909
4cDWyZa6EqsY4XSWwLY7RA,3.85,3.736111111,3.623188406,3.612903226,3.555555556
4EfiNcKSsafogIhAjwv0gg,3.366666667,3.965517241,3.656716418,3.88,3.666666667
4FaRTjXXFdfs1Nn29V9kAg,4.078947368,4.189655172,4.148148148,4.470588235,4.071428571
4fGGeKlUY3SwqLW4SH_QnQ,3.643678161,3.592105263,3.802816901,3.68,4.333333333
4GnBMG5pZSJsBn6hbUL_7w,4.088235294,4.291666667,4.142857143,3.625,5
4hG2j_ibsNblDgqei05U_g,3.87654321,3.851351351,3.861924686,3.963855422,3.608695652
4Hx-brYb86k4C1VSKPvj7g,3.854014599,4.226190476,4.175824176,3.896551724,3.777777778
4JkGjRRc3XucG9U8XwthGg,4.269230769,4.046511628,4.212765957,4.461538462,4.75
4JNXUYY8wbaaDmk3BPzlWw,4.146695096,4.14573991,4.11865942,4.180165289,3.991735537
4k3RlMAMd46DZ_JyZU0lMg,4.191969887,4.146586345,4.206896552,4.172897196,4.226415094
4khsN1eXcWR0YYmROlLEzw,4.048192771,4.116666667,4.030769231,4.192307692,4.5
4KmrrhtfnngTVFa2d5LAjg,3.34765625,3.474358974,3.31147541,3.153846154,3.222222222
4L3VJwVqUareUUIGPE2zcw,3.586206897,3.173913043,3.578947368,3.777777778,0
4LhURdgGRofYSR_1LBTXvQ,3.911111111,4.027027027,3.787234043,3.5,5
4lKF-M_3OLsk1usLPDJEFA,2.71875,2.15625,2.387096774,3,1.75
4mb32UmQULqg7IMck28vog,3.718213058,3.712871287,3.659292035,3.506024096,3.764705882
4mYPOzBokDgz307TW2EIKw,2.289719626,2.712328767,2.461538462,2.121212121,2.857142857
4Nj2ktP2NjCbv2aKeH3ZBg,4.574468085,4.461538462,4.689320388,4.631578947,4.857142857
4Odbtgh9g8XUKorRg7MTHg,4.522522523,4.352112676,4.494117647,4.487804878,4.75
4Pb7SlTK89uSdqOwMNM35A,3,3.263157895,2.964285714,2.933333333,3.857142857
4Pl-ziYL2oerGyIPlwVdmA,4.752293578,4.743589744,4.746987952,4.703703704,4.75
4qG3Gh8QyugC1XvoTlmgcQ,4.270731707,4.359073359,4.297202797,4.264705882,4.464285714
4QmwJBk9VPKyO2DfUeIVWg,3.340425532,3.205882353,3.411764706,3.25,3
4tiFtmGNFcvKRSPXPVT8Hw,3.447580645,3.682758621,3.473372781,3.384615385,3.75
4ugJ4F8jDJ9-2dEiZ47wLg,3.8375,3.74137931,3.784313725,3.571428571,3
4uISbaUPJLVECBHIi3tpxA,3.676567657,3.834123223,3.763157895,3.879120879,3.652173913
4v5ZLpmNn13Mze1w_XfWHw,3.014285714,3.018518519,2.9765625,3,2.416666667
4VkLiFoIEjTTpbCRgxjnCQ,4.240105541,4.200729927,4.222641509,4.102272727,4.172413793
4vm2W7J_ztH0vcX4bKfuXw,4.566176471,4.741176471,4.592920354,4.621621622,4.181818182
4Wou6LarHqefHP21qRu0Ag,1.619047619,1.603448276,1.5625,1.210526316,1.428571429
4X0KWUPcD2EkHN83aa4cXg,2.919075145,2.692307692,2.798245614,2.791208791,2.473684211
4yAvytbVKHqSYAo3mkI9OA,4.553846154,4.720930233,4.446428571,4.80952381,4.166666667
5_MrPFw9E0cMJ1Q0DJFZOQ,2.901734104,2.668639053,2.858267717,2.877192982,3.076923077
54LYVM1gCGQ2UVFK9QhgTw,4.439393939,4.204081633,4.527272727,4.45,4.333333333
56Ll9rqG2WxXj4X2pmlkHQ,3.61589404,3.725274725,3.557377049,3.581395349,3.555555556
56Yb9IgEREFeaSjJ5Y3RVg,3.138888889,2.944444444,3.024691358,2.8125,3.25
59YbAeuiz0isJtRNKATTKw,3.602739726,3.601226994,3.639455782,3.474576271,3.391304348
5aeR9KcboZmhDZlFscnYRA,3.490566038,3.480769231,3.424242424,3.642857143,3.5
5cbsjFtrntUAeUx51FaFTg,3.191780822,2.87804878,3.115384615,2.958333333,3.6
5CJL_2-XwCGBmOav4mFdYg,3.574074074,3.630841121,3.632231405,3.755813953,4.136363636
5CJOaZc8Muu8WothauxQ4g,3.545454545,3.884615385,3.958333333,3.571428571,3
5DC9qePg09CHwAFVmqNjjg,4.12,4.5,4.545454545,4.571428571,4.833333333
5Dccw539NNtnyCgTu5ed5A,3.778947368,3.574468085,3.877300613,3.794117647,3.25
5EicViODfX1qNOIhdb4OzA,4.59375,4.392857143,4.35,4.7,3.75
5EIuCcoHY2evAhFMBV6G6g,3.576923077,3.545454545,3.616666667,3.481481481,4.285714286
5exz18duMXvg91ZPdNX3eA,4.157608696,4.102564103,4.104166667,4.138461538,4.4
5FiuxRWs-indyk2Y9imkSg,3.779220779,3.866666667,3.526315789,3.741935484,4
5fpXjlC71y_mKORnPdX5zA,2,2.466666667,2.225,2.1,3
5gv6AqHXfi3gJV4fb432Vw,3.6,3.648148148,3.614035088,4.117647059,3.166666667
5iHctUjkQTGwEvOaBkwMRQ,4.181818182,4.275,4.193548387,4.1,5
5iSlHNIy3RLbCP5AayB31g,3.15,3.367816092,3.205479452,3.448275862,2.916666667
5JjGTaZkHbbjBrzBODcsAQ,3.919354839,3.801324503,4,3.890909091,3.5
5JNvfPfd6mcpwNoekzqBow,3.982248521,4.138888889,3.884955752,4,3.647058824
5jTmjxb1X34EfcY1gos4tw,2.147540984,2.242424242,2.375,2.166666667,2.333333333
5keoVVM81g-nJw0Zdpl1nA,4.267657993,4.262626263,4.174863388,4.119402985,4.230769231
5Lcit9Zt6TF9bmKoFMhF0g,3.815217391,3.726744186,3.96031746,3.981481481,3.769230769
5llCyMtS_WyUVKXCtpdaJQ,3.142857143,3.09375,3.269230769,2.888888889,2
5l-yKN13VwfPwuSiBIqdJQ,3.545454545,3.5625,3.625,3.384615385,2.5
5ma1OUQWy_Ds80xUiP7JPQ,4.115107914,4.245098039,4.203389831,4.052631579,3.789473684
5O7qB4gNmr3NgdYAuYbP4Q,4.043478261,4.125,3.75862069,3.333333333,3
5OqrwhtZ3mcmUSwLINZTWQ,4.196078431,4.127516779,4.310679612,4.368421053,4.333333333
5PP6BwtNYlPARHApB9lzcQ,4.178571429,4.271186441,4,4.363636364,4.25
5pxRAyPz1PrW2amW7yYaxA,3.097560976,2.923076923,2.941176471,2.4,0
5QNXZcclknB2PkfeN7FJWQ,3.959183673,3.67027027,3.75862069,3.852459016,4.125
5shgJB7a-2_gdnzc0gsOtg,4.256045519,4.262809917,4.29258517,4.257731959,4.204545455
5T0h9YCsXiDZyBsVIN9gcg,3.594444444,3.603550296,3.547445255,3.719298246,4.2
5tl4tyaJEzGeAdbi_L7PzQ,4.179487179,4,4.333333333,4.5,4.5
5TY6bUT3bbl9aHItiIXXqw,3.670731707,3.787401575,3.674074074,3.85,3.235294118
5VeKrLlQdJjMmKGwBBvMmw,4.127118644,3.97826087,4.172413793,4.0625,4
5VXlHFrYZZzj7zfZEsz5nQ,2.993103448,2.952380952,2.855769231,2.813953488,3.666666667
5WjFHat0vyx0OYtGbTpyag,4.476190476,4.465116279,4.482758621,4.333333333,5
5xdKUuu4DbJ71KGbwRXfFg,4.075757576,4.090163934,4.088105727,4.166666667,4.066666667
5xX1Eb4fBoUr53OJkgRHRQ,2.138461538,2.310344828,2.448979592,2.947368421,0
5xYk23lz0ktdMvzHtohymQ,3.481481481,3.592592593,3.586956522,3.4,3.333333333
5YKsKS3nzdkwu37ORT9oiQ,3.4,3.37037037,3.916666667,3.461538462,5
5yZ1XmDcOEsElDeb9PlPDQ,4.276315789,4.232876712,4.161290323,4.222222222,4.666666667
5z1WIr7E9P2CSzyN5seeSA,4.137809187,3.930612245,3.960674157,4.154929577,4.3
60uVlCUiLJvq3xNo_3bhQQ,4.308510638,4.382022472,4.258426966,4.117647059,3.25
